,fighter_id,fighter,peak_elo,current_elo,fights,win_streak,weight_class,last_fight_date
510,ricardo_ramos,Ricardo Ramos,862.9,806.1,15,0,Featherweight,2025-10-11
511,dan_miller,Dan Miller,862.9,801.3,13,0,,2015-07-12
512,irene_aldana,Irene Aldana,862.7,851.0,14,0,Women's Bantamweight,2024-09-14
513,mike_davis,Mike Davis,862.6,862.6,7,1,Lightweight,2025-07-12
514,baisangur_susurkaev,Baisangur Susurkaev,862.6,862.6,3,3,Middleweight,2026-05-09
515,dan_henderson,Dan Henderson,862.6,824.8,18,0,Light Heavyweight,2016-10-08
516,serghei_spivac,Serghei Spivac,862.5,850.7,15,1,Heavyweight,2026-02-21
517,kendall_grove,Kendall Grove,862.4,819.5,13,0,,2011-05-28
518,taylor_lapilus,Taylor Lapilus,862.3,862.3,8,2,Bantamweight,2024-09-28
519,paige_vanzant,Paige Vanzant,862.2,821.9,9,0,,2020-07-11
520,aspen_ladd,Aspen Ladd,862.2,833.1,7,0,Women's Bantamweight,2022-04-09
521,luke_barnatt,Luke Barnatt,862.1,821.5,6,0,,2015-05-16
522,ketlen_vieira,Ketlen Vieira,862.1,849.5,14,0,Women's Bantamweight,2025-11-01
523,jimmy_crute,Jimmy Crute,862.0,842.4,12,2,Light Heavyweight,2025-09-27
524,claudio_puelles,Claudio Puelles,862.0,826.9,9,0,Lightweight,2025-09-13
525,karol_rosa,Karol Rosa,862.0,848.9,12,1,Women's Bantamweight,2025-08-02
526,miguel_baeza,Miguel Baeza,861.9,796.2,7,0,Welterweight,2024-06-08
527,matthew_semelsberger,Matthew Semelsberger,861.9,802.1,11,0,Welterweight,2024-11-09
528,song_kenan,Song Kenan,861.7,820.2,11,0,Welterweight,2024-11-23
529,keith_jardine,Keith Jardine,861.5,788.3,13,0,,2010-06-19
530,cameron_saaiman,Cameron Saaiman,861.5,800.2,6,0,Bantamweight,2025-04-26
531,jake_obrien,Jake Obrien,861.5,815.4,7,0,,2009-07-11
532,shonie_carter,Shonie Carter,861.4,806.9,6,0,,2006-12-13
533,daniel_marcos,Daniel Marcos,861.4,861.4,6,1,Bantamweight,2025-11-08
534,mario_pinto,Mario Pinto,861.2,861.2,3,3,Heavyweight,2026-03-21
535,billy_quarantillo,Billy Quarantillo,861.2,829.3,11,0,Featherweight,2024-12-14
536,daniel_santos,Daniel Santos,861.1,861.1,5,4,Catch Weight,2025-10-04
537,bogdan_guskov,Bogdan Guskov,860.9,860.9,6,0,Light Heavyweight,2025-12-06
538,marco_polo_reyes,Marco Polo Reyes,860.9,805.5,8,0,,2019-09-21
539,joselyne_edwards,Joselyne Edwards,860.7,860.7,13,5,Women's Bantamweight,2026-04-25
540,sergio_pettis,Sergio Pettis,860.7,850.6,14,1,,2019-09-21
541,bryan_barberena,Bryan Barberena,860.6,810.9,19,0,Middleweight,2024-03-16
542,adriano_martins,Adriano Martins,860.5,830.2,7,0,,2017-09-09
543,terry_etim,Terry Etim,860.4,823.1,11,0,,2013-02-16
544,brian_kelleher,Brian Kelleher,860.3,797.7,17,0,Bantamweight,2024-07-20
545,dooho_choi,Dooho Choi,860.2,836.6,9,2,Featherweight,2024-12-07
546,mark_hominick,Mark Hominick,860.2,791.4,7,0,,2012-11-17
547,bruno_silva,Bruno Silva,860.2,786.3,21,0,Flyweight,2026-03-14
548,cb_dollaway,Cb Dollaway,860.2,818.8,20,0,,2018-09-15
549,sage_northcutt,Sage Northcutt,860.1,860.1,8,3,,2018-07-14
550,augusto_sakai,Augusto Sakai,860.1,812.4,9,1,Heavyweight,2023-02-25
551,mateusz_rebecki,Mateusz Rebecki,860.0,820.4,8,0,Lightweight,2026-05-09
552,danny_castillo,Danny Castillo,860.0,816.4,14,0,,2015-12-19
553,dustin_ortiz,Dustin Ortiz,859.9,850.2,14,0,,2019-01-19
554,jacobe_smith,Jacobe Smith,859.7,859.7,3,3,Welterweight,2026-02-21
555,mansur_abdulmalik,Mansur Abdulmalik,859.5,835.6,4,0,Middleweight,2026-03-28
556,nicolas_dalby,Nicolas Dalby,859.4,847.3,14,1,Welterweight,2025-11-22
557,mark_hunt,Mark Hunt,859.4,818.6,17,0,,2018-12-01
558,josiane_nunes,Josiane Nunes,859.4,810.5,6,0,Women's Bantamweight,2025-03-15
559,brunno_ferreira,Brunno Ferreira,859.3,845.5,9,0,Middleweight,2026-03-07
560,brett_johns,Brett Johns,859.3,859.3,7,2,,2020-07-18
561,john_makdessi,John Makdessi,859.3,834.8,20,0,Lightweight,2023-09-09
562,roland_delorme,Roland Delorme,859.3,807.8,6,0,,2014-08-23
563,paul_craig,Paul Craig,859.2,793.4,20,0,Light Heavyweight,2025-09-06
564,trevin_giles,Trevin Giles,859.1,790.2,14,0,Welterweight,2024-11-02
565,andre_lima,Andre Lima,859.1,859.1,4,4,Flyweight,2025-03-15
566,ikram_aliskerov,Ikram Aliskerov,859.0,859.0,5,2,Middleweight,2025-10-25
567,marc_diakiese,Marc Diakiese,859.0,815.0,15,1,Lightweight,2023-11-04
568,paul_sass,Paul Sass,859.0,829.3,5,0,,2013-02-16
569,loopy_godinez,Loopy Godinez,858.8,847.0,15,0,Women's Strawweight,2026-04-11
570,cody_stamann,Cody Stamann,858.8,808.9,15,0,Bantamweight,2024-11-09
571,rinya_nakamura,Rinya Nakamura,858.7,858.1,5,1,Bantamweight,2025-08-02
572,kennedy_nzechukwu,Kennedy Nzechukwu,858.5,839.6,15,0,Heavyweight,2025-12-13
573,hyunsung_park,Hyunsung Park,858.4,826.6,5,0,Flyweight,2025-10-18
574,erick_silva,Erick Silva,858.3,821.6,15,0,,2017-12-16
575,ray_borg,Ray Borg,858.1,848.0,12,0,,2020-05-13
576,elves_brener,Elves Brener,858.0,808.9,6,0,Lightweight,2025-08-02
577,edimilson_souza,Edimilson Souza,857.9,839.1,4,0,,2015-11-07
578,david_abbott,David Abbott,857.8,782.9,18,0,,2003-11-21
579,tim_kennedy,Tim Kennedy,857.8,823.9,5,0,,2016-12-10
580,nate_maness,Nate Maness,857.8,853.0,7,2,Flyweight,2024-06-15
581,mike_easton,Mike Easton,857.7,803.5,7,0,,2014-06-14
582,volkan_oezdemir,Volkan Oezdemir,857.6,849.0,16,1,Light Heavyweight,2025-11-22
583,michael_johnson,Michael Johnson,857.6,815.7,32,0,Lightweight,2026-03-07
584,elias_silverio,Elias Silverio,857.4,817.3,5,0,,2015-08-23
585,matthew_riddle,Matthew Riddle,857.4,845.9,10,2,,2012-11-17
586,mitch_gagnon,Mitch Gagnon,857.3,809.7,8,0,,2019-05-04
587,joe_duffy,Joe Duffy,857.2,811.6,8,0,,2020-07-18
588,ali_bagautinov,Ali Bagautinov,857.2,834.9,7,0,,2016-11-19
589,jj_aldrich,Jj Aldrich,857.2,857.2,17,2,Women's Flyweight,2026-04-18
590,marion_reneau,Marion Reneau,857.2,791.5,13,0,,2021-07-17
591,phil_hawes,Phil Hawes,857.1,791.3,8,0,Middleweight,2024-01-13
592,sam_patterson,Sam Patterson,857.0,841.6,6,0,Welterweight,2026-03-21
593,holly_holm,Holly Holm,857.0,820.3,15,0,Women's Bantamweight,2024-04-13
594,alexis_davis,Alexis Davis,856.8,823.6,14,1,Women's Bantamweight,2022-02-05
595,michal_oleksiejczuk,Michal Oleksiejczuk,856.8,855.3,17,3,Middleweight,2026-02-07
596,david_dvorak,David Dvorak,856.7,808.4,6,0,Flyweight,2023-06-10
597,manny_bermudez,Manny Bermudez,856.6,819.9,5,0,,2019-10-18
598,khalil_rountree_jr,Khalil Rountree Jr,856.5,840.3,17,0,Light Heavyweight,2025-10-04
599,hyder_amil,Hyder Amil,856.5,818.9,5,0,Featherweight,2025-11-08
600,cam_rowston,Cam Rowston,856.1,856.1,3,3,Middleweight,2026-05-02
601,brandon_royval,Brandon Royval,856.0,830.9,12,0,Flyweight,2025-12-13
602,jaqueline_amorim,Jaqueline Amorim,855.9,839.1,6,0,Women's Strawweight,2025-10-25
603,mohammed_usman,Mohammed Usman,855.8,836.2,6,1,Heavyweight,2025-06-21
604,curtis_millender,Curtis Millender,855.8,826.7,5,0,,2019-04-13
605,tabatha_ricci,Tabatha Ricci,855.7,844.6,11,0,Women's Strawweight,2026-04-04
606,joshua_burkman,Joshua Burkman,855.7,739.0,18,0,,2018-02-18
607,court_mcgee,Court Mcgee,855.7,785.0,24,0,Welterweight,2025-06-14
608,bethe_correia,Bethe Correia,855.6,789.5,12,0,Women's Bantamweight,2021-10-02
609,niko_price,Niko Price,855.5,761.8,19,0,Welterweight,2026-03-28
610,brad_blackburn,Brad Blackburn,855.5,816.1,5,0,,2010-04-10
611,oban_elliott,Oban Elliott,855.3,814.4,5,0,Welterweight,2026-01-31
612,zubaira_tukhugov,Zubaira Tukhugov,855.3,841.9,9,0,Lightweight,2023-02-11
613,dean_lister,Dean Lister,855.3,843.2,6,0,,2008-12-27
614,allan_nascimento,Allan Nascimento,855.3,855.3,5,4,Catch Weight,2025-11-01
615,justin_ledet,Justin Ledet,855.2,777.9,7,0,,2020-10-31
616,bartosz_fabinski,Bartosz Fabinski,855.2,805.7,6,0,,2021-04-17
617,caio_magalhaes,Caio Magalhaes,855.1,827.8,7,0,,2016-09-10
618,marco_beltran,Marco Beltran,855.0,794.3,6,0,,2017-10-07
619,maurice_greene,Maurice Greene,855.0,802.9,8,0,,2021-05-08
620,david_martinez,David Martinez,855.0,855.0,3,3,Bantamweight,2026-02-28
621,elijah_smith,Elijah Smith,854.9,854.9,3,3,Bantamweight,2026-03-14
622,mauricio_ruffy,Mauricio Ruffy,854.9,854.9,5,1,Lightweight,2026-01-31
623,seth_baczynski,Seth Baczynski,854.8,784.8,11,0,,2015-04-11
624,claude_patrick,Claude Patrick,854.7,841.4,4,0,,2011-12-10
625,roosevelt_roberts,Roosevelt Roberts,854.7,792.7,9,0,Lightweight,2024-09-28
626,ruslan_magomedov,Ruslan Magomedov,854.7,854.7,3,3,,2015-10-03
627,kayla_harrison,Kayla Harrison,854.6,854.6,3,3,Women's Bantamweight,2025-06-07
628,thiago_tavares,Thiago Tavares,854.3,827.3,18,0,,2016-07-08
629,chris_cariaso,Chris Cariaso,854.2,813.4,13,0,,2015-10-03
630,alberto_mina,Alberto Mina,854.2,835.0,4,0,,2018-05-12
631,magnus_cedenblad,Magnus Cedenblad,854.2,829.4,6,0,,2016-11-19
632,chris_camozzi,Chris Camozzi,854.1,789.7,19,0,,2017-05-28
633,jeff_molina,Jeff Molina,854.1,854.1,3,3,Flyweight,2022-06-04
634,dustin_hazelett,Dustin Hazelett,854.0,803.1,10,0,,2010-12-11
635,suyoung_you,Suyoung You,854.0,833.5,4,0,Bantamweight,2026-03-14
636,diego_brandao,Diego Brandao,853.8,831.2,10,0,,2016-01-02
637,christian_rodriguez,Christian Rodriguez,853.7,828.6,9,0,Featherweight,2025-08-09
638,michael_page,Michael Page,853.6,853.6,5,3,Welterweight,2026-03-21
639,renato_sobral,Renato Sobral,853.5,840.5,10,1,,2007-08-25
640,maryna_moroz,Maryna Moroz,853.5,814.7,12,0,Women's Flyweight,2024-03-09
641,carlston_harris,Carlston Harris,853.3,823.6,7,0,Welterweight,2025-01-11
642,eliot_marshall,Eliot Marshall,853.3,812.3,6,0,,2011-10-29
643,valter_walker,Valter Walker,853.2,853.2,5,4,Heavyweight,2025-10-25
644,javid_basharat,Javid Basharat,853.0,838.2,6,1,Bantamweight,2026-02-07
645,hakeem_dawodu,Hakeem Dawodu,853.0,828.3,10,0,Featherweight,2023-08-12
646,ben_rothwell,Ben Rothwell,852.6,831.2,17,0,Heavyweight,2021-11-13
647,gavin_tucker,Gavin Tucker,852.5,817.1,7,0,Featherweight,2023-08-05
648,steve_erceg,Steve Erceg,852.3,836.1,8,2,Flyweight,2026-05-02
649,jeremy_kennedy,Jeremy Kennedy,852.3,831.9,4,0,,2018-02-10
650,makhmud_muradov,Makhmud Muradov,852.1,831.6,6,1,Middleweight,2023-07-22
651,marcus_brimage,Marcus Brimage,851.9,787.7,8,0,,2015-07-18
652,siyar_bahadurzada,Siyar Bahadurzada,851.8,820.7,8,0,,2019-09-28
653,rodolfo_vieira,Rodolfo Vieira,851.6,820.3,11,0,Middleweight,2026-04-25
654,andrea_lee,Andrea Lee,851.5,783.8,14,0,Women's Flyweight,2025-03-01
655,antoni_hardonk,Antoni Hardonk,851.1,817.2,8,0,,2009-10-24
656,joaquim_silva,Joaquim Silva,851.0,824.2,12,1,Lightweight,2025-09-13
657,luiz_cane,Luiz Cane,850.9,788.7,9,0,,2012-10-13
658,mayra_bueno_silva,Mayra Bueno Silva,850.9,787.9,13,0,Women's Bantamweight,2026-04-25
659,greg_hardy,Greg Hardy,850.8,805.4,9,0,Heavyweight,2022-03-05
660,brendan_schaub,Brendan Schaub,850.8,821.3,11,0,,2014-12-06
661,rafael_estevam,Rafael Estevam,850.7,827.0,4,0,Bantamweight,2026-04-04
662,nick_hein,Nick Hein,850.6,801.3,8,0,,2019-06-01
663,ed_herman,Ed Herman,850.5,824.1,25,0,Light Heavyweight,2023-04-15
664,paul_buentello,Paul Buentello,850.5,822.1,6,0,,2010-03-21
665,karolina_kowalkiewicz,Karolina Kowalkiewicz,850.4,788.1,19,0,Women's Strawweight,2025-10-11
666,roman_kopylov,Roman Kopylov,850.4,841.6,12,1,Middleweight,2026-05-09
667,valerie_letourneau,Valerie Letourneau,850.4,802.4,6,0,,2016-12-10
668,kyle_kingsbury,Kyle Kingsbury,850.3,782.1,9,0,,2014-07-26
669,frankie_saenz,Frankie Saenz,850.2,800.0,10,0,,2020-08-01
670,yousri_belgaroui,Yousri Belgaroui,850.2,850.2,2,2,Middleweight,2026-03-28
671,rafa_garcia,Rafa Garcia,850.2,850.2,11,3,Lightweight,2026-04-25
672,gabriel_benitez,Gabriel Benitez,850.1,792.2,15,0,Lightweight,2024-04-27
673,ivan_salaverry,Ivan Salaverry,849.9,790.5,7,0,,2008-05-24
674,robert_peralta,Robert Peralta,849.9,823.5,7,0,,2015-04-04
675,jose_quinonez,Jose Quinonez,849.9,811.6,9,0,,2020-12-05
676,jacob_malkoun,Jacob Malkoun,849.7,849.7,9,3,Middleweight,2026-05-02
677,danny_roberts,Danny Roberts,849.7,792.4,14,0,Welterweight,2023-07-22
678,ben_nguyen,Ben Nguyen,849.7,822.5,7,0,,2018-12-01
679,ronny_markes,Ronny Markes,849.6,803.9,5,0,,2014-03-23
680,brian_stann,Brian Stann,849.5,822.8,11,0,,2013-03-02
681,mauricio_rua,Mauricio Rua,849.4,806.2,24,0,Light Heavyweight,2023-01-21
682,tom_nolan,Tom Nolan,849.4,849.4,5,4,Lightweight,2025-09-27
683,miles_johns,Miles Johns,849.3,809.6,11,0,Bantamweight,2025-11-08
684,taila_santos,Taila Santos,849.3,828.0,7,0,Women's Flyweight,2023-08-26
685,jared_gordon,Jared Gordon,849.2,823.5,17,0,Lightweight,2026-05-09
686,jonathan_micallef,Jonathan Micallef,849.1,849.1,3,3,Welterweight,2026-05-02
687,viviane_araujo,Viviane Araujo,849.0,827.8,13,0,Women's Flyweight,2025-06-28
688,alexia_thainara,Alexia Thainara,849.0,849.0,3,3,Women's Strawweight,2026-03-28
689,cat_zingano,Cat Zingano,848.9,797.5,7,0,,2018-12-29
690,nurullo_aliev,Nurullo Aliev,848.8,848.8,3,3,Lightweight,2025-11-22
691,eryk_anders,Eryk Anders,848.7,835.5,19,1,Middleweight,2026-03-14
692,kaue_fernandes,Kaue Fernandes,848.7,848.7,4,3,Lightweight,2025-09-06
693,murilo_bustamante,Murilo Bustamante,848.6,848.6,4,2,,2002-05-10
694,julio_arce,Julio Arce,848.6,848.6,10,1,Featherweight,2024-03-30
695,paulo_thiago,Paulo Thiago,848.6,776.0,13,0,,2014-09-13
696,alatengheili,Alatengheili,848.6,836.4,9,0,Bantamweight,2025-04-26
697,joel_sutton,Joel Sutton,848.5,848.5,2,2,,1995-09-08
698,piera_rodriguez,Piera Rodriguez,848.5,848.4,7,3,Women's Strawweight,2026-03-14
699,cody_durden,Cody Durden,848.5,740.2,24,1,Bantamweight,2026-04-25
700,johnny_bedford,Johnny Bedford,848.5,791.0,5,0,,2014-09-13
701,ivan_menjivar,Ivan Menjivar,848.2,801.5,9,0,,2014-03-01
702,punahele_soriano,Punahele Soriano,848.2,848.2,11,4,Welterweight,2026-02-21
703,stephan_bonnar,Stephan Bonnar,848.2,837.8,15,0,,2012-10-13
704,marquel_mederos,Marquel Mederos,848.0,848.0,4,0,Lightweight,2026-04-11
705,kevin_jackson,Kevin Jackson,848.0,807.1,4,0,,1998-03-13
706,azamat_bekoev,Azamat Bekoev,847.7,803.6,4,0,Middleweight,2026-04-04
707,henrique_da_silva,Henrique Da Silva,847.4,765.0,6,0,,2017-09-22
708,daron_cruickshank,Daron Cruickshank,847.3,798.7,12,0,,2016-01-17
709,tyson_pedro,Tyson Pedro,847.3,833.1,11,0,Light Heavyweight,2024-03-02
710,lucas_martins,Lucas Martins,847.2,827.4,7,1,,2016-04-10
711,luis_pena,Luis Pena,847.1,838.4,8,1,,2021-04-17
712,hyun_gyu_lim,Hyun Gyu Lim,846.9,790.6,7,0,,2017-09-22
713,askar_askarov,Askar Askarov,846.9,833.6,5,0,Flyweight,2022-03-26
714,nick_osipczak,Nick Osipczak,846.8,804.3,5,0,,2010-11-13
715,magomed_mustafaev,Magomed Mustafaev,846.8,833.6,5,0,,2020-02-22
716,jose_delgado,Jose Delgado,846.6,842.8,4,1,Featherweight,2026-03-14
717,jordan_leavitt,Jordan Leavitt,846.6,846.6,9,2,Featherweight,2026-02-21
718,steve_jennum,Steve Jennum,846.6,826.5,3,0,,1995-12-16
719,pablo_garza,Pablo Garza,846.6,804.0,6,0,,2013-04-06
720,jess_liaudin,Jess Liaudin,846.5,798.0,5,0,,2008-10-18
721,marwan_rahiki,Marwan Rahiki,846.5,846.5,2,2,Featherweight,2026-05-02
722,jason_knight,Jason Knight,846.4,795.0,9,0,,2018-11-03
723,eugene_jackson,Eugene Jackson,846.4,783.9,7,0,,2002-07-13
724,fredy_serrano,Fredy Serrano,846.4,813.8,4,0,,2016-12-17
725,charles_jourdain,Charles Jourdain,846.3,846.3,17,3,Bantamweight,2026-04-18
726,karl_williams,Karl Williams,846.1,827.3,4,0,Heavyweight,2024-08-10
727,carli_judice,Carli Judice,846.0,846.0,4,3,Women's Flyweight,2026-02-21
728,mark_hall,Mark Hall,845.9,831.7,7,1,,1996-12-07
729,nicolae_negumereanu,Nicolae Negumereanu,845.9,825.3,6,0,Light Heavyweight,2022-11-12
730,nora_cornolle,Nora Cornolle,845.7,817.4,6,0,Women's Bantamweight,2026-02-21
731,pete_williams,Pete Williams,845.6,770.4,8,0,,2002-03-22
732,vitor_miranda,Vitor Miranda,845.5,798.6,7,0,,2018-07-22
733,ottman_azaitar,Ottman Azaitar,845.4,785.8,5,0,Lightweight,2024-12-14
734,marcio_cruz,Marcio Cruz,845.4,816.7,4,0,,2006-12-30
735,paul_daley,Paul Daley,845.3,832.7,3,0,,2010-05-08
736,khama_worthy,Khama Worthy,845.1,778.3,5,0,Lightweight,2021-10-23
737,phil_baroni,Phil Baroni,845.1,757.5,10,0,,2011-01-01
738,damon_jackson,Damon Jackson,845.0,804.1,13,0,Lightweight,2024-11-16
739,claudia_gadelha,Claudia Gadelha,844.9,832.4,12,0,,2020-11-07
740,michelle_watersongomez,Michelle Watersongomez,844.9,776.1,15,0,Women's Strawweight,2024-06-29
741,dylan_andrews,Dylan Andrews,844.7,780.7,5,0,,2015-05-09
742,jason_macdonald,Jason Macdonald,844.6,776.9,14,0,,2012-05-15
743,daniel_pineda,Daniel Pineda,844.6,784.8,13,0,Featherweight,2024-10-19
744,ethyn_ewing,Ethyn Ewing,844.6,844.6,2,2,Bantamweight,2026-04-04
745,bill_algeo,Bill Algeo,844.5,813.4,10,0,Featherweight,2024-07-20
746,houston_alexander,Houston Alexander,844.2,769.2,6,0,,2009-12-05
747,duane_ludwig,Duane Ludwig,844.2,781.9,9,0,,2012-09-29
748,teruto_ishihara,Teruto Ishihara,844.1,780.9,9,0,,2019-02-09
749,eddie_sanchez,Eddie Sanchez,844.0,808.3,6,0,,2008-12-10
750,yaroslav_amosov,Yaroslav Amosov,843.9,843.9,2,2,Welterweight,2026-05-09
751,george_sullivan,George Sullivan,843.9,791.5,7,0,,2018-08-25
752,chris_beal,Chris Beal,843.8,793.0,5,0,,2016-06-18
753,rich_attonito,Rich Attonito,843.8,814.8,5,0,,2011-12-10
754,don_madge,Don Madge,843.8,843.8,2,2,,2019-09-07
755,melsik_baghdasaryan,Melsik Baghdasaryan,843.8,819.0,5,0,Featherweight,2025-02-22
756,din_thomas,Din Thomas,843.7,816.4,9,0,,2008-04-02
757,amir_sadollah,Amir Sadollah,843.7,814.2,11,0,,2014-09-20
758,erik_koch,Erik Koch,843.6,815.2,10,1,,2019-07-27
759,guangyou_ning,Guangyou Ning,843.6,812.4,4,0,,2016-11-26
760,ibo_aslan,Ibo Aslan,843.6,784.9,5,0,Light Heavyweight,2025-12-06
761,kevin_burns,Kevin Burns,843.6,787.5,5,0,,2009-12-12
762,ricardo_almeida,Ricardo Almeida,843.4,829.8,11,0,,2011-03-19
763,cesar_almeida,Cesar Almeida,843.4,823.8,5,0,Middleweight,2025-12-13
764,themba_gorimbo,Themba Gorimbo,843.3,807.8,8,0,Welterweight,2026-05-02
765,herbert_burns,Herbert Burns,843.3,770.8,6,0,Featherweight,2024-08-17
766,vanessa_demopoulos,Vanessa Demopoulos,843.1,798.6,10,0,Women's Flyweight,2025-06-14
767,kiichi_kunimoto,Kiichi Kunimoto,843.1,815.2,5,0,,2017-06-10
768,todd_duffee,Todd Duffee,843.0,826.9,5,0,,2015-07-15
769,charles_radtke,Charles Radtke,843.0,843.0,7,2,Welterweight,2026-04-11
770,clayton_carpenter,Clayton Carpenter,842.9,793.9,5,0,Flyweight,2026-05-09
771,molly_mccann,Molly Mccann,842.9,790.6,14,0,Women's Strawweight,2025-03-22
772,saidyokub_kakhramonov,Saidyokub Kakhramonov,842.8,825.7,3,0,Bantamweight,2022-12-17
773,soa_palelei,Soa Palelei,842.8,825.3,7,0,,2015-08-01
774,mac_danzig,Mac Danzig,842.6,781.4,13,0,,2013-12-14
775,ian_freeman,Ian Freeman,842.6,820.0,6,0,,2003-06-06
776,devonte_smith,Devonte Smith,842.6,802.1,6,0,Lightweight,2022-03-05
777,akira_corassani,Akira Corassani,842.5,794.2,6,0,,2015-01-24
778,modestas_bukauskas,Modestas Bukauskas,842.4,827.4,12,0,Light Heavyweight,2026-01-24
779,tj_waldburger,Tj Waldburger,842.4,806.8,8,0,,2014-02-22
780,wang_cong,Wang Cong,842.3,842.3,5,3,Catch Weight,2026-02-07
781,scott_jorgensen,Scott Jorgensen,842.3,744.2,12,0,,2015-11-21
782,brock_larson,Brock Larson,842.2,801.0,6,0,,2009-11-21
783,antonio_rodrigo_nogueira,Antonio Rodrigo Nogueira,842.2,804.4,11,0,,2015-08-01
784,phil_rowe,Phil Rowe,842.2,810.3,9,0,Welterweight,2026-02-21
785,shamil_gaziev,Shamil Gaziev,842.1,808.0,6,0,Heavyweight,2026-05-02
786,efrain_escudero,Efrain Escudero,842.1,783.0,12,0,,2016-04-23
787,lauren_murphy,Lauren Murphy,842.0,815.7,15,0,Women's Flyweight,2025-07-12
788,rogerio_nogueira,Rogerio Nogueira,842.0,807.0,13,0,,2020-07-25
789,mike_van_arsdale,Mike Van Arsdale,841.9,810.5,4,0,,2006-02-04
790,gadzhimurad_antigulov,Gadzhimurad Antigulov,841.8,763.9,6,0,,2020-10-17
791,nick_ring,Nick Ring,841.8,814.5,6,0,,2013-12-06
792,danny_henry,Danny Henry,841.8,806.9,4,0,,2020-07-11
793,tony_desouza,Tony Desouza,841.8,797.7,6,0,,2007-12-29
794,jeremy_horn,Jeremy Horn,841.8,796.4,13,0,,2009-01-17
795,chidi_njokuani,Chidi Njokuani,841.8,807.9,10,0,Welterweight,2026-02-21
796,phillip_miller,Phillip Miller,841.7,841.7,2,2,,2002-11-22
797,malcolm_wellmaker,Malcolm Wellmaker,841.7,820.8,3,0,Featherweight,2025-11-15
798,jhonata_diniz,Jhonata Diniz,841.6,819.2,5,0,Heavyweight,2025-10-11
799,diego_rivas,Diego Rivas,841.6,807.1,4,0,,2018-05-19
800,poliana_botelho,Poliana Botelho,841.6,793.9,7,0,Women's Flyweight,2022-06-04
801,melissa_gatto,Melissa Gatto,841.6,820.0,6,0,Women's Flyweight,2026-04-04
802,jacob_volkmann,Jacob Volkmann,841.6,817.5,10,0,,2013-02-02
803,juan_espino,Juan Espino,841.5,828.3,3,0,,2021-04-17
804,fatima_kline,Fatima Kline,841.5,841.5,4,3,Women's Strawweight,2025-11-15
805,brian_bowles,Brian Bowles,841.5,800.8,4,0,,2013-05-25
806,michael_graves,Michael Graves,841.5,840.9,3,0,,2016-07-30
807,ronnie_lawrence,Ronnie Lawrence,841.4,822.4,3,0,Bantamweight,2022-07-09
808,ramiz_brahimaj,Ramiz Brahimaj,841.3,829.3,9,0,Welterweight,2026-02-21
809,kenichi_yamamoto,Kenichi Yamamoto,841.2,825.1,3,0,,2000-12-16
810,brandon_thatch,Brandon Thatch,841.1,773.9,6,0,,2016-12-30
811,josh_thomson,Josh Thomson,841.1,810.6,7,0,,2015-07-15
812,tatsuya_kawajiri,Tatsuya Kawajiri,841.1,816.4,6,0,,2016-08-06
813,mark_bocek,Mark Bocek,841.0,840.3,13,1,,2014-04-16
814,joey_beltran,Joey Beltran,841.0,768.6,9,0,,2013-10-09
815,talita_alencar,Talita Alencar,841.0,841.0,5,3,Women's Strawweight,2026-04-25
816,oskar_piechota,Oskar Piechota,840.9,779.5,5,0,,2019-12-14
817,terrance_mckinney,Terrance Mckinney,840.8,840.3,13,1,Lightweight,2026-03-28
818,oumar_sy,Oumar Sy,840.8,824.4,5,0,Light Heavyweight,2026-03-14
819,eddie_alvarez,Eddie Alvarez,840.8,828.5,7,0,,2018-07-28
820,andre_fili,Andre Fili,840.6,801.3,25,0,Featherweight,2026-03-14
821,adlan_amagov,Adlan Amagov,840.6,840.6,2,2,,2013-10-19
822,brady_hiestand,Brady Hiestand,840.6,840.6,4,3,Bantamweight,2024-06-15
823,felipe_lima,Felipe Lima,840.6,824.6,3,0,Bantamweight,2025-06-28
824,daniel_omielanczuk,Daniel Omielanczuk,840.5,801.9,9,0,,2017-07-08
825,daniil_donchenko,Daniil Donchenko,840.5,840.5,2,2,Welterweight,2026-02-07
826,tanner_boser,Tanner Boser,840.5,799.2,11,0,Heavyweight,2026-04-18
827,tom_lawlor,Tom Lawlor,840.5,827.1,11,0,,2016-03-05
828,luke_riley,Luke Riley,840.4,840.4,2,2,Featherweight,2026-03-21
829,jason_brilz,Jason Brilz,840.3,798.5,7,0,,2011-11-19
830,paul_kelly,Paul Kelly,840.3,820.4,9,0,,2011-02-05
831,darren_uyenoyama,Darren Uyenoyama,840.3,807.5,4,0,,2013-12-14
832,miesha_tate,Miesha Tate,840.2,809.8,14,0,Women's Bantamweight,2025-05-03
833,tomasz_drwal,Tomasz Drwal,840.2,805.4,6,0,,2010-09-15
834,ildemar_alcantara,Ildemar Alcantara,840.2,810.2,7,0,,2015-07-15
835,charlie_campbell,Charlie Campbell,840.2,820.8,3,0,Lightweight,2025-09-27
836,yazmin_jauregui,Yazmin Jauregui,840.1,810.4,5,0,Women's Strawweight,2024-09-14
837,joe_proctor,Joe Proctor,840.1,798.3,8,0,,2017-04-22
838,iasmin_lucindo,Iasmin Lucindo,840.1,839.9,7,1,Women's Strawweight,2025-08-09
839,rory_singer,Rory Singer,840.1,799.3,4,0,,2007-06-16
840,alex_garcia,Alex Garcia,840.1,817.9,10,0,,2018-10-27
