,fighter_id,fighter,peak_elo,current_elo,fights,win_streak,weight_class,last_fight_date
841,maurice_smith,Maurice Smith,840.0,824.2,7,0,,2000-11-17
842,chris_holdsworth,Chris Holdsworth,840.0,840.0,2,2,,2014-05-24
843,andrew_craig,Andrew Craig,840.0,779.3,7,0,,2015-07-15
844,william_knight,William Knight,840.0,793.1,7,0,Light Heavyweight,2023-02-18
845,kevin_randleman,Kevin Randleman,839.9,820.8,7,1,,2002-01-11
846,igor_araujo,Igor Araujo,839.8,800.6,4,0,,2015-07-15
847,bas_rutten,Bas Rutten,839.8,839.8,2,2,Heavyweight,1999-05-07
848,charles_johnson,Charles Johnson,839.6,833.3,14,1,Flyweight,2026-03-14
849,justin_scoggins,Justin Scoggins,839.6,795.0,9,0,,2018-07-14
850,santiago_luna,Santiago Luna,839.5,839.5,2,2,Bantamweight,2026-02-28
851,yadier_del_valle,Yadier Del Valle,839.5,824.7,3,0,Featherweight,2026-02-21
852,trey_waters,Trey Waters,839.4,818.6,3,0,Welterweight,2025-09-06
853,bia_mesquita,Bia Mesquita,839.2,839.2,2,2,Women's Bantamweight,2026-03-14
854,lavar_johnson,Lavar Johnson,839.2,809.3,4,0,,2013-02-23
855,cory_mckenna,Cory Mckenna,839.1,806.4,6,0,Women's Strawweight,2024-10-12
856,jimy_hettes,Jimy Hettes,839.0,805.5,6,0,,2015-04-18
857,nad_narimani,Nad Narimani,839.0,798.0,4,0,,2020-07-18
858,josefine_knutsson,Josefine Knutsson,839.0,821.7,3,0,Women's Strawweight,2024-12-14
859,karl_roberson,Karl Roberson,838.9,780.9,10,0,Light Heavyweight,2022-07-09
860,iwo_baraniewski,Iwo Baraniewski,838.9,838.9,2,2,Light Heavyweight,2026-03-21
861,shamil_abdurakhimov,Shamil Abdurakhimov,838.8,776.0,11,0,Heavyweight,2023-01-21
862,marco_tulio,Marco Tulio,838.7,807.6,4,0,Middleweight,2026-05-09
863,kevin_jousset,Kevin Jousset,838.6,802.2,4,0,Welterweight,2025-02-08
864,trevor_prangley,Trevor Prangley,838.6,805.0,4,0,,2006-04-06
865,rodrigo_damm,Rodrigo Damm,838.5,792.7,7,0,,2015-01-03
866,jason_saggo,Jason Saggo,838.4,810.4,6,0,,2017-09-16
867,alden_coria,Alden Coria,838.4,838.4,2,2,Flyweight,2026-02-21
868,julian_marquez,Julian Marquez,838.2,767.5,8,0,Middleweight,2025-03-01
869,kajan_johnson,Kajan Johnson,838.0,813.8,7,0,,2018-09-15
870,jameylyn_horth,Jameylyn Horth,837.9,825.7,7,0,Women's Flyweight,2026-04-18
871,chris_lytle,Chris Lytle,837.8,833.0,20,1,,2011-08-14
872,bea_malecki,Bea Malecki,837.8,811.9,3,0,,2021-08-21
873,yancy_medeiros,Yancy Medeiros,837.6,788.5,14,0,,2021-06-26
874,dave_menne,Dave Menne,837.4,762.7,6,0,,2006-12-13
875,chael_sonnen,Chael Sonnen,837.4,817.4,14,0,,2013-11-16
876,aleksandre_topuria,Aleksandre Topuria,837.4,837.4,2,2,Bantamweight,2025-11-22
877,justine_kish,Justine Kish,837.4,791.7,7,0,,2021-04-17
878,batgerel_danaa,Batgerel Danaa,837.3,789.8,7,0,Bantamweight,2023-04-22
879,david_heath,David Heath,837.2,781.6,5,0,,2008-02-02
880,jean_matsumoto,Jean Matsumoto,837.2,827.0,5,0,Bantamweight,2026-02-07
881,matt_serra,Matt Serra,837.2,818.4,14,0,Welterweight,2010-09-25
882,hugo_viana,Hugo Viana,837.2,793.7,6,0,,2015-08-01
883,julia_avila,Julia Avila,837.2,806.5,6,0,Women's Bantamweight,2025-02-15
884,luana_carolina,Luana Carolina,837.2,819.4,10,0,Women's Bantamweight,2025-09-27
885,danny_barlow,Danny Barlow,837.0,797.1,4,0,Middleweight,2025-10-18
886,changho_lee,Changho Lee,837.0,818.6,3,0,Bantamweight,2025-11-01
887,john_maguire,John Maguire,837.0,792.9,5,0,,2013-06-15
888,tsuyoshi_kohsaka,Tsuyoshi Kohsaka,836.9,796.4,6,0,,2002-05-10
889,abus_magomedov,Abus Magomedov,836.9,822.5,7,0,Middleweight,2025-10-04
890,ramazan_temirov,Ramazan Temirov,836.9,836.9,2,2,Flyweight,2025-03-01
891,seokhyeon_ko,Seokhyeon Ko,836.9,836.9,2,2,Welterweight,2025-11-01
892,tainara_lisboa,Tainara Lisboa,836.8,795.2,4,0,Women's Bantamweight,2025-10-18
893,aleksandra_albu,Aleksandra Albu,836.8,801.3,4,0,,2019-10-26
894,eduarda_moura,Eduarda Moura,836.6,821.3,5,0,Catch Weight,2026-02-07
895,jeff_monson,Jeff Monson,836.5,825.2,7,0,,2006-11-18
896,nicholas_musoke,Nicholas Musoke,836.4,801.3,6,0,,2017-05-28
897,ian_heinisch,Ian Heinisch,836.3,797.4,7,0,,2021-07-24
898,damon_blackshear,Damon Blackshear,836.2,824.1,10,0,Bantamweight,2025-07-26
899,davey_grant,Davey Grant,836.2,836.2,16,1,Bantamweight,2026-04-25
900,rogerio_bontorin,Rogerio Bontorin,836.1,793.7,5,0,Flyweight,2022-01-15
901,sumudaerji,Sumudaerji,836.0,829.2,10,3,Flyweight,2026-03-07
902,jordan_mein,Jordan Mein,836.0,816.4,9,2,,2018-07-28
903,loneer_kavanagh,Loneer Kavanagh,836.0,832.4,4,1,Flyweight,2026-02-28
904,kevin_aguilar,Kevin Aguilar,835.9,775.7,6,0,,2021-05-15
905,sara_mcmann,Sara Mcmann,835.8,820.4,13,1,Women's Bantamweight,2022-03-26
906,russell_doane,Russell Doane,835.7,778.7,8,0,,2018-02-24
907,adam_wieczorek,Adam Wieczorek,835.7,820.4,3,0,,2018-11-03
908,andrew_sanchez,Andrew Sanchez,835.6,797.4,10,0,Middleweight,2021-10-16
909,victor_henry,Victor Henry,835.6,833.9,6,1,Bantamweight,2025-04-05
910,ramsey_nijem,Ramsey Nijem,835.5,796.1,10,0,,2015-07-25
911,zach_makovsky,Zach Makovsky,835.4,799.5,7,0,,2016-12-10
912,thiago_moises,Thiago Moises,835.4,810.0,16,0,Lightweight,2026-04-18
913,brad_katona,Brad Katona,835.4,777.2,9,0,Bantamweight,2025-05-10
914,joanne_wood,Joanne Wood,835.4,810.0,17,2,Women's Flyweight,2024-03-09
915,morgan_charriere,Morgan Charriere,835.4,818.6,6,0,Featherweight,2025-12-13
916,francimar_barroso,Francimar Barroso,835.4,808.4,8,0,,2018-01-20
917,aleksei_kunchenko,Aleksei Kunchenko,835.3,810.7,4,0,,2020-03-14
918,alex_hunter,Alex Hunter,835.2,835.2,2,2,,1997-10-17
919,rob_emerson,Rob Emerson,835.2,798.9,6,0,,2010-03-31
920,mason_jones,Mason Jones,835.0,835.0,6,3,Lightweight,2026-03-21
921,shane_nelson,Shane Nelson,835.0,802.9,4,0,,2009-12-12
922,patrick_cummins,Patrick Cummins,834.9,789.2,13,0,,2019-05-18
923,billy_elekana,Billy Elekana,834.9,834.9,4,3,Light Heavyweight,2026-01-31
924,hector_lombard,Hector Lombard,834.8,767.6,11,0,,2018-09-22
925,jesus_aguilar,Jesus Aguilar,834.8,818.7,7,0,Flyweight,2026-03-07
926,laureano_staropoli,Laureano Staropoli,834.6,774.7,6,0,Middleweight,2021-10-23
927,abdul_rakhman_yakhyaev,Abdul Rakhman Yakhyaev,834.4,834.4,2,2,Light Heavyweight,2026-04-04
928,rodrigo_nascimento,Rodrigo Nascimento,834.3,809.3,7,0,Heavyweight,2024-11-02
929,luana_pinheiro,Luana Pinheiro,834.3,780.5,7,0,Women's Strawweight,2025-05-17
930,royston_wee,Royston Wee,834.2,810.6,3,0,,2015-05-16
931,zhang_lipeng,Zhang Lipeng,834.2,797.3,4,0,,2015-05-16
932,viscardi_andrade,Viscardi Andrade,834.0,834.0,4,2,,2016-03-19
933,esteban_ribovics,Esteban Ribovics,833.8,820.9,7,0,Lightweight,2026-04-11
934,francisco_rivera,Francisco Rivera,833.7,789.9,10,0,,2016-07-30
935,danilo_marques,Danilo Marques,833.5,789.3,4,0,Light Heavyweight,2022-02-05
936,matt_frevola,Matt Frevola,833.5,792.0,12,0,Lightweight,2025-10-18
937,felipe_arantes,Felipe Arantes,833.4,793.4,12,0,,2018-06-23
938,nick_maximov,Nick Maximov,833.3,798.2,4,0,Middleweight,2022-10-15
939,jakub_wiklacz,Jakub Wiklacz,833.2,833.2,2,2,Bantamweight,2026-02-07
940,viktoriia_dudakova,Viktoriia Dudakova,833.2,798.5,4,0,Women's Strawweight,2025-01-11
941,sijara_eubanks,Sijara Eubanks,833.2,804.7,10,0,Women's Flyweight,2021-12-18
942,ronaldo_rodriguez,Ronaldo Rodriguez,833.2,813.1,3,0,Flyweight,2025-03-29
943,lyman_good,Lyman Good,833.1,820.9,6,0,,2020-06-20
944,antonio_silva,Antonio Silva,832.9,771.3,11,0,,2016-09-24
945,timur_valiev,Timur Valiev,832.7,817.1,3,0,Bantamweight,2022-03-19
946,charlie_brenneman,Charlie Brenneman,832.6,750.6,11,0,,2014-11-08
947,livinha_souza,Livinha Souza,832.6,791.6,6,0,Women's Strawweight,2021-10-23
948,michelle_montague,Michelle Montague,832.4,832.4,2,2,Women's Bantamweight,2026-04-25
949,jeongyeong_lee,Jeongyeong Lee,832.4,793.2,4,0,Featherweight,2025-05-10
950,maximo_blanco,Maximo Blanco,831.9,798.6,9,0,,2016-09-17
951,viviane_pereira,Viviane Pereira,831.8,795.8,4,0,,2018-06-23
952,hatsu_hioki,Hatsu Hioki,831.6,776.0,8,0,,2015-05-09
953,sabina_mazo,Sabina Mazo,831.6,784.4,7,0,Women's Flyweight,2022-03-12
954,armen_petrosyan,Armen Petrosyan,831.4,783.2,7,0,Middleweight,2025-03-08
955,angela_hill,Angela Hill,831.2,803.9,29,0,Women's Strawweight,2025-11-15
956,jessicarose_clark,Jessicarose Clark,831.1,777.7,9,0,Women's Bantamweight,2023-05-13
957,jack_jenkins,Jack Jenkins,830.7,820.5,6,1,Featherweight,2025-09-27
958,pingyuan_liu,Pingyuan Liu,830.7,797.4,4,0,,2019-12-21
959,walt_harris,Walt Harris,830.6,789.7,15,0,,2021-06-05
960,omar_morales,Omar Morales,830.5,778.1,7,0,Lightweight,2023-03-18
961,kenny_robertson,Kenny Robertson,830.4,812.8,9,0,,2016-09-17
962,sean_pierson,Sean Pierson,830.4,830.4,6,3,,2013-06-15
963,marcus_aurelio,Marcus Aurelio,830.4,791.9,6,0,,2009-08-29
964,paddy_holohan,Paddy Holohan,830.4,813.6,5,0,,2015-10-24
965,tony_gravely,Tony Gravely,830.3,802.9,8,0,Bantamweight,2023-03-11
966,john_castaneda,John Castaneda,830.2,807.2,9,0,Catch Weight,2026-04-18
967,keith_hackney,Keith Hackney,830.1,812.6,4,0,,1995-12-16
968,arjan_bhullar,Arjan Bhullar,829.9,829.9,4,2,,2019-05-04
969,carlos_newton,Carlos Newton,829.9,795.3,7,0,,2004-01-31
970,dave_beneteau,Dave Beneteau,829.8,812.2,6,1,,1997-10-17
971,yana_santos,Yana Santos,829.8,829.8,12,3,Women's Bantamweight,2025-10-04
972,daniel_roberts,Daniel Roberts,829.7,786.9,7,0,,2012-01-20
973,shayilan_nuerdanbieke,Shayilan Nuerdanbieke,829.6,792.1,6,0,Featherweight,2024-06-15
974,isaac_dulgarian,Isaac Dulgarian,829.5,809.2,4,0,Featherweight,2025-11-01
975,michael_trizano,Michael Trizano,829.3,806.2,7,1,Featherweight,2022-11-12
976,cyrille_diabate,Cyrille Diabate,829.0,790.3,8,0,,2014-03-08
977,andre_fialho,Andre Fialho,828.9,770.6,7,0,Welterweight,2023-09-23
978,douglas_silva_de_andrade,Douglas Silva De Andrade,828.9,797.0,14,0,Featherweight,2026-02-28
979,gian_villante,Gian Villante,828.8,752.0,18,0,Heavyweight,2021-11-06
980,frank_trigg,Frank Trigg,828.7,773.4,7,0,,2010-02-06
981,felicia_spencer,Felicia Spencer,828.6,825.8,6,1,Women's Featherweight,2021-11-13
982,donte_johnson,Donte Johnson,828.5,828.5,2,2,Middleweight,2026-03-07
983,daniel_zellhuber,Daniel Zellhuber,828.4,789.2,7,0,Lightweight,2026-02-28
984,reza_madadi,Reza Madadi,828.4,803.5,7,0,,2017-05-28
985,max_griffin,Max Griffin,828.1,788.5,19,0,Welterweight,2026-04-25
986,mikey_burnett,Mikey Burnett,828.1,828.1,3,1,,1999-01-08
987,danny_silva,Danny Silva,828.1,828.1,4,1,Featherweight,2026-03-21
988,josh_culibao,Josh Culibao,827.9,793.9,8,0,Featherweight,2024-08-17
989,jamie_varner,Jamie Varner,827.8,763.2,9,0,,2014-12-13
990,nate_landwehr,Nate Landwehr,827.8,785.6,11,0,Featherweight,2026-04-11
991,philipe_lins,Philipe Lins,827.7,827.7,6,4,Light Heavyweight,2024-03-09
992,antonina_shevchenko,Antonina Shevchenko,827.7,802.6,8,1,Women's Flyweight,2022-07-09
993,timothy_johnson,Timothy Johnson,827.5,817.0,7,1,,2018-02-03
994,david_terrell,David Terrell,827.3,827.3,3,1,,2006-04-15
995,mizuki,Mizuki,827.3,827.3,4,2,Women's Strawweight,2025-10-25
996,stephanie_luciano,Stephanie Luciano,827.2,827.2,3,1,Women's Strawweight,2025-10-18
997,rich_clementi,Rich Clementi,827.1,800.0,10,0,,2009-02-07
998,luigi_fioravanti,Luigi Fioravanti,827.0,795.9,9,0,,2009-02-07
999,megan_anderson,Megan Anderson,826.8,815.4,6,0,,2021-03-06
1000,yoshiyuki_yoshida,Yoshiyuki Yoshida,826.6,791.4,5,0,,2010-05-08
1001,mirko_filipovic,Mirko Filipovic,826.4,797.3,11,1,,2015-04-11
1002,takashi_sato,Takashi Sato,826.4,763.0,7,0,Welterweight,2023-05-20
1003,patrick_cote,Patrick Cote,826.4,806.2,21,0,Middleweight,2017-04-08
1004,justin_tafa,Justin Tafa,826.4,791.5,9,0,Heavyweight,2025-02-08
1005,jutaro_nakao,Jutaro Nakao,826.1,807.1,2,0,,2002-03-22
1006,mike_grundy,Mike Grundy,826.0,782.7,4,0,Featherweight,2022-03-19
1007,rodolfo_bellato,Rodolfo Bellato,826.0,826.0,4,1,Light Heavyweight,2026-03-07
1008,humberto_bandenay,Humberto Bandenay,825.9,770.7,4,0,,2019-08-10
1009,ikuhisa_minowa,Ikuhisa Minowa,825.8,825.8,1,1,,2000-04-14
1010,ion_cutelaba,Ion Cutelaba,825.8,809.7,20,1,Light Heavyweight,2026-03-14
1011,steve_nelmark,Steve Nelmark,825.8,825.8,3,1,,1996-12-07
1012,ariane_carnelossi,Ariane Carnelossi,825.8,799.8,6,0,Women's Strawweight,2025-11-01
1013,justin_eilers,Justin Eilers,825.7,762.9,4,0,,2006-02-04
1014,joe_riggs,Joe Riggs,825.6,780.5,12,0,,2016-02-21
1015,che_mills,Che Mills,825.6,821.8,3,1,,2012-09-29
1016,tyson_nam,Tyson Nam,825.4,799.4,8,0,Flyweight,2023-07-15
1017,jorge_rivera,Jorge Rivera,825.4,814.9,15,1,,2012-01-20
1018,carlos_felipe,Carlos Felipe,825.4,812.9,5,0,Heavyweight,2021-10-16
1019,sergey_khandozhko,Sergey Khandozhko,825.3,825.3,3,1,Welterweight,2022-04-23
1020,drew_fickett,Drew Fickett,825.3,825.3,7,1,,2007-04-05
1021,goran_reljic,Goran Reljic,825.1,786.1,4,0,,2010-11-13
1022,sasha_palatnikov,Sasha Palatnikov,825.0,782.0,3,0,,2021-08-21
1023,parker_porter,Parker Porter,825.0,787.6,8,0,Heavyweight,2023-08-26
1024,shi_ming,Shi Ming,825.0,807.3,2,0,Women's Strawweight,2025-08-22
1025,tom_murphy,Tom Murphy,825.0,825.0,1,1,,2006-03-04
1026,stephanie_egger,Stephanie Egger,825.0,788.9,7,0,Women's Bantamweight,2023-12-09
1027,ryan_loder,Ryan Loder,825.0,783.3,3,0,Middleweight,2025-11-22
1028,ben_alloway,Ben Alloway,825.0,783.0,3,0,,2013-08-28
1029,donghun_choi,Donghun Choi,825.0,825.0,1,1,Flyweight,2024-11-23
1030,john_cholish,John Cholish,825.0,793.7,3,0,,2013-05-18
1031,jon_hess,Jon Hess,825.0,825.0,1,1,,1995-04-07
1032,roberto_traven,Roberto Traven,825.0,801.2,2,0,,2001-11-02
1033,justin_lawrence,Justin Lawrence,825.0,783.6,3,0,,2013-04-13
1034,thiago_perpetuo,Thiago Perpetuo,825.0,780.5,3,0,,2014-03-23
1035,sione_latu,Sione Latu,825.0,825.0,1,1,,1999-03-05
1036,war_machine,War Machine,825.0,801.2,2,0,,2008-05-24
1037,walel_watson,Walel Watson,825.0,772.2,4,0,,2012-09-22
1038,eddie_gordon,Eddie Gordon,825.0,769.9,4,0,,2015-06-27
1039,marcos_vinicius,Marcos Vinicius,825.0,778.5,3,0,,2013-09-04
1040,john_albert,John Albert,825.0,748.8,5,0,,2013-07-27
1041,ron_waterman,Ron Waterman,825.0,818.2,4,1,,2000-04-14
1042,paul_taylor,Paul Taylor,825.0,797.8,9,1,,2011-02-05
1043,tulio_palhares,Tulio Palhares,825.0,825.0,1,1,,1998-10-16
1044,cesar_marscucci,Cesar Marscucci,825.0,825.0,1,1,,1998-10-16
1045,troy_mandaloniz,Troy Mandaloniz,825.0,806.2,2,0,,2009-02-21
1046,johnny_rhodes,Johnny Rhodes,825.0,825.0,3,2,,1994-03-11
1047,damian_pinas,Damian Pinas,825.0,825.0,1,1,Middleweight,2026-02-28
1048,jesse_lennox,Jesse Lennox,825.0,791.3,3,0,,2010-06-12
1049,yanal_ashmouz,Yanal Ashmouz,825.0,803.8,4,0,Lightweight,2025-06-07
1050,keiichiro_nakamura,Keiichiro Nakamura,825.0,825.0,1,1,Featherweight,2026-01-31
1051,marcelo_mello,Marcelo Mello,825.0,825.0,1,1,,1999-05-07
1052,drew_mcfedries,Drew Mcfedries,825.0,789.6,9,0,,2009-09-19
1053,sam_sicilia,Sam Sicilia,825.0,768.8,12,0,,2017-02-19
1054,rafael_carino,Rafael Carino,825.0,825.0,1,1,,1996-05-17
1055,jonathan_wiezorek,Jonathan Wiezorek,825.0,825.0,1,1,,2004-04-02
1056,christian_aguilera,Christian Aguilera,825.0,783.0,3,0,,2021-05-08
1057,spike_carlyle,Spike Carlyle,825.0,788.0,3,0,,2020-11-28
1058,yorgan_de_castro,Yorgan De Castro,825.0,769.6,4,0,,2021-04-10
1059,dalcha_lungiambula,Dalcha Lungiambula,825.0,751.0,7,0,Middleweight,2022-12-10
1060,james_mcsweeney,James Mcsweeney,825.0,776.2,3,0,,2010-10-16
1061,tony_sims,Tony Sims,825.0,790.9,3,0,,2016-01-02
1062,juliana_miller,Juliana Miller,825.0,783.9,5,0,Women's Flyweight,2026-02-21
1063,yuki_kondo,Yuki Kondo,825.0,788.9,3,0,,2001-06-29
1064,gary_goodridge,Gary Goodridge,825.0,810.8,8,1,,1999-03-05
1065,alex_karalexis,Alex Karalexis,825.0,778.2,3,0,,2006-01-16
1066,onassis_parungao,Onassis Parungao,825.0,825.0,1,1,,1995-09-08
1067,alvaro_herrera_mendoza,Alvaro Herrera Mendoza,825.0,761.9,4,0,,2018-07-28
1068,lance_gibson,Lance Gibson,825.0,803.0,2,0,,2000-12-16
1069,martin_bravo,Martin Bravo,825.0,769.2,4,0,,2019-09-21
1070,john_lewis,John Lewis,825.0,803.6,2,0,,2000-11-17
1071,branden_lee_hinkle,Branden Lee Hinkle,825.0,783.1,3,0,,2006-06-28
1072,anying_wang,Anying Wang,825.0,799.1,2,0,,2014-08-23
1073,anshul_jubli,Anshul Jubli,825.0,777.1,3,0,Lightweight,2025-02-08
1074,shana_dobson,Shana Dobson,825.0,767.5,6,0,,2021-02-20
1075,dave_herman,Dave Herman,825.0,761.4,5,0,,2013-07-06
1076,rory_markham,Rory Markham,825.0,786.0,3,0,,2010-03-27
1077,pete_spratt,Pete Spratt,825.0,786.2,7,0,,2007-06-12
1078,remco_pardoel,Remco Pardoel,825.0,822.9,5,1,,1995-09-08
1079,bojan_velickovic,Bojan Velickovic,824.9,801.0,6,0,,2017-11-18
1080,matt_schnell,Matt Schnell,824.8,775.6,15,0,Flyweight,2025-11-08
1081,chance_rencountre,Chance Rencountre,824.8,804.8,4,0,,2019-11-02
1082,jack_marshman,Jack Marshman,824.8,774.8,8,0,,2020-10-31
1083,jake_shields,Jake Shields,824.8,810.4,7,0,,2014-03-15
1084,jamall_emmers,Jamall Emmers,824.7,824.7,9,2,Featherweight,2025-11-08
1085,tom_duquesnoy,Tom Duquesnoy,824.6,824.6,3,1,,2018-03-17
1086,alessio_sakara,Alessio Sakara,824.6,770.9,14,0,,2013-10-26
1087,melissa_croden,Melissa Croden,824.6,824.6,3,1,Women's Bantamweight,2026-04-18
1088,mark_schultz,Mark Schultz,824.5,824.4,1,1,,1996-05-17
1089,desmond_green,Desmond Green,824.5,824.5,7,2,,2019-05-18
1090,gabe_green,Gabe Green,824.5,810.8,6,1,Lightweight,2025-05-17
1091,yves_jabouin,Yves Jabouin,824.5,776.2,10,0,,2015-08-23
1092,victor_altamirano,Victor Altamirano,824.4,780.0,6,0,Flyweight,2024-09-28
1093,luke_cummo,Luke Cummo,824.4,794.5,7,0,,2008-08-09
1094,joe_charles,Joe Charles,824.4,807.5,4,0,,1997-12-21
1095,trevin_jones,Trevin Jones,824.3,760.0,5,0,Bantamweight,2023-03-04
1096,sanae_kikuta,Sanae Kikuta,824.2,824.2,1,1,,2000-04-14
1097,andrei_semenov,Andrei Semenov,824.1,798.3,2,0,,2002-05-10
1098,paul_varelans,Paul Varelans,824.1,803.7,8,0,,1996-12-07
1099,shannon_gugerty,Shannon Gugerty,824.0,793.4,5,0,,2010-03-21
1100,ante_delija,Ante Delija,824.0,794.0,3,0,Heavyweight,2026-02-21
1101,dennis_hallman,Dennis Hallman,824.0,786.6,9,1,,2011-12-10
1102,falaniko_vitale,Falaniko Vitale,824.0,806.0,2,0,,2003-11-21
1103,maheshate,Maheshate,824.0,766.1,6,0,Lightweight,2025-08-23
1104,ismael_bonfim,Ismael Bonfim,823.9,782.0,5,0,Lightweight,2025-11-08
1105,fabiano_iha,Fabiano Iha,823.9,785.2,7,0,,2001-09-28
1106,damian_stasiak,Damian Stasiak,823.9,773.0,6,0,,2018-07-22
1107,jake_hecht,Jake Hecht,823.8,787.2,3,0,,2012-06-08
1108,joseph_morales,Joseph Morales,823.7,823.7,5,2,Flyweight,2025-11-08
1109,joe_slick,Joe Slick,823.7,797.9,2,0,,2000-04-14
1110,tony_fryklund,Tony Fryklund,823.7,803.8,4,0,,2004-10-22
1111,tim_hague,Tim Hague,823.7,750.6,5,0,,2011-01-22
1112,chelsea_chandler,Chelsea Chandler,823.6,792.6,5,0,Women's Bantamweight,2025-04-26
1113,lee_murray,Lee Murray,823.6,823.6,1,1,,2004-01-31
1114,randy_costa,Randy Costa,823.5,768.1,6,0,Bantamweight,2022-10-01
1115,dustin_kimura,Dustin Kimura,823.5,790.3,5,0,,2014-12-13
1116,akihiro_gono,Akihiro Gono,823.5,797.2,3,0,,2009-01-31
1117,niklas_backstrom,Niklas Backstrom,823.4,785.0,3,0,,2015-06-20
1118,mike_wilkinson,Mike Wilkinson,823.4,807.0,4,0,,2016-02-27
1119,genki_sudo,Genki Sudo,823.4,823.4,3,1,,2004-04-02
1120,jon_tuck,Jon Tuck,823.3,799.5,9,0,,2018-08-25
1121,nina_nunes,Nina Nunes,823.3,805.7,9,1,Women's Flyweight,2022-08-13
1122,matt_veach,Matt Veach,823.3,789.5,3,0,,2010-04-10
1123,jonathan_wilson,Jonathan Wilson,823.2,762.4,4,0,,2017-10-21
1124,zach_reese,Zach Reese,823.2,814.6,7,0,Middleweight,2026-02-21
1125,austin_vanderford,Austin Vanderford,823.2,805.0,2,0,Welterweight,2025-10-04
1126,tamdan_mccrory,Tamdan Mccrory,823.2,794.4,9,0,,2016-10-01
1127,jorge_santiago,Jorge Santiago,823.2,741.3,6,0,,2013-02-16
1128,issei_tamura,Issei Tamura,823.1,778.8,3,0,,2013-03-16
1129,travis_lutter,Travis Lutter,823.1,776.9,6,0,,2008-04-19
1130,augusto_montano,Augusto Montano,823.1,783.4,3,0,,2016-09-17
1131,viacheslav_borshchev,Viacheslav Borshchev,823.1,768.2,10,0,Lightweight,2025-11-15
1132,charles_byrd,Charles Byrd,823.0,756.7,4,0,,2020-06-06
1133,anthony_torres,Anthony Torres,823.0,799.5,2,0,,2007-09-08
1134,mike_nickels,Mike Nickels,823.0,804.3,2,0,,2007-07-07
1135,simeon_thoresen,Simeon Thoresen,823.0,783.9,3,0,,2013-01-26
1136,ricardo_abreu,Ricardo Abreu,823.0,807.6,2,0,,2015-06-06
1137,roman_mitichyan,Roman Mitichyan,823.0,799.5,2,0,,2008-04-02
1138,matt_arroyo,Matt Arroyo,823.0,783.5,3,0,,2009-01-31
1139,frank_hamaker,Frank Hamaker,823.0,823.0,1,1,,1994-03-11
1140,henry_briones,Henry Briones,823.0,757.5,5,0,,2018-05-19
1141,aisling_daly,Aisling Daly,823.0,819.5,3,1,,2015-10-24
1142,polyana_viana,Polyana Viana,823.0,764.1,11,0,Women's Strawweight,2025-04-26
1143,kazushi_sakuraba,Kazushi Sakuraba,823.0,823.0,1,1,,1997-12-21
1144,aliaskhab_khizriev,Aliaskhab Khizriev,823.0,823.0,1,1,Middleweight,2022-03-26
1145,kalib_starnes,Kalib Starnes,823.0,782.9,5,0,,2008-04-19
1146,paul_jones,Paul Jones,823.0,799.3,2,0,,1999-09-24
1147,enson_inoue,Enson Inoue,823.0,823.0,1,1,,1997-05-30
1148,nick_catone,Nick Catone,823.0,797.8,8,1,,2014-02-01
1149,robert_mcdaniel,Robert Mcdaniel,823.0,786.4,3,0,,2014-03-15
1150,glaico_franca_moreira,Glaico Franca Moreira,823.0,788.6,3,0,,2016-09-24
1151,kay_hansen,Kay Hansen,823.0,766.8,4,0,Women's Strawweight,2022-04-09
1152,bob_cook,Bob Cook,823.0,823.0,1,1,,2000-03-10
1153,rolando_delgado,Rolando Delgado,823.0,782.7,3,0,,2009-11-14
1154,nate_loughran,Nate Loughran,823.0,799.6,2,0,,2008-12-10
1155,scott_adams,Scott Adams,823.0,823.0,1,1,,2000-03-10
1156,rachael_ostovich,Rachael Ostovich,823.0,766.3,4,0,,2020-11-28
1157,tor_troeng,Tor Troeng,823.0,775.0,4,0,,2014-10-04
1158,scott_bessac,Scott Bessac,823.0,801.5,2,0,,1995-12-16
1159,steve_cantwell,Steve Cantwell,823.0,742.2,6,0,,2012-02-25
1160,mackens_semerzier,Mackens Semerzier,823.0,801.4,2,0,,2012-03-02
1161,nathan_fletcher,Nathan Fletcher,823.0,790.9,3,0,Bantamweight,2025-08-02
1162,jonathan_brookins,Jonathan Brookins,823.0,791.7,5,0,,2012-12-15
1163,sean_mccorkle,Sean Mccorkle,823.0,782.5,3,0,,2011-03-26
1164,mara_romero_borella,Mara Romero Borella,823.0,756.7,7,0,,2020-09-19
1165,antonio_braga_neto,Antonio Braga Neto,823.0,788.7,3,0,,2017-12-09
1166,mike_ciesnolevicz,Mike Ciesnolevicz,823.0,799.5,2,0,,2009-06-20
1167,junie_browning,Junie Browning,823.0,804.1,2,0,,2009-04-01
1168,pat_barry,Pat Barry,823.0,772.8,12,0,,2013-12-06
1169,james_wilks,James Wilks,823.0,802.0,4,0,,2010-10-16
1170,rob_broughton,Rob Broughton,823.0,787.9,3,0,,2011-11-05
1171,justin_martin,Justin Martin,823.0,823.0,1,1,,1997-02-07
1172,nick_pace,Nick Pace,823.0,787.7,3,0,,2011-11-19
1173,cody_mckenzie,Cody Mckenzie,823.0,786.6,7,0,,2013-12-14
1174,josh_sampo,Josh Sampo,823.0,768.6,4,0,,2015-05-23
1175,jose_torres,Jose Torres,822.9,800.6,2,0,,2018-08-04
